2017-03-31, 8.250, 8.280, 8.210, 8.170, 6066029, 49915223
2017-03-30, 8.500, 8.510, 8.190, 8.170, 11868797, 98412104
2017-03-29, 8.670, 8.680, 8.560, 8.560, 7147700, 61505894
2017-03-28, 8.650, 8.710, 8.670, 8.580, 6520278, 56376366
2017-03-27, 8.550, 8.740, 8.660, 8.520, 8948311, 77223305
2017-03-24, 8.540, 8.600, 8.580, 8.430, 10499192, 89440190
2017-03-23, 8.720, 8.780, 8.560, 8.520, 11706151, 101162957
2017-03-22, 8.890, 8.890, 8.750, 8.730, 7898385, 69426426
2017-03-21, 8.850, 8.920, 8.880, 8.820, 11057827, 98016862
2017-03-20, 8.720, 8.830, 8.830, 8.680, 8235552, 72018048
2017-03-17, 8.800, 8.920, 8.720, 8.690, 12267856, 108241592
2017-03-16, 8.690, 8.870, 8.830, 8.690, 8682659, 76465361
2017-03-15, 8.770, 8.770, 8.710, 8.710, 6875065, 60045698
2017-03-14, 8.840, 8.890, 8.790, 8.780, 6682590, 58940615
2017-03-13, 8.800, 8.870, 8.860, 8.700, 8159676, 71828925
2017-03-10, 8.830, 8.900, 8.820, 8.780, 7571355, 66951341
2017-03-09, 8.890, 8.890, 8.830, 8.650, 10562374, 92753407
2017-03-08, 8.910, 8.940, 8.900, 8.800, 9665267, 85701884
2017-03-07, 8.990, 9.040, 8.890, 8.840, 10277583, 91601827
2017-03-06, 8.840, 9.010, 8.990, 8.830, 12824447, 114597997
2017-03-03, 8.810, 8.910, 8.890, 8.770, 9730209, 86023395
2017-03-02, 8.890, 8.920, 8.850, 8.730, 14716166, 129630267
2017-03-01, 8.930, 8.970, 8.890, 8.860, 12167347, 108332555
2017-02-28, 8.800, 8.970, 8.960, 8.800, 12820447, 114157476
2017-02-27, 9.170, 9.180, 8.880, 8.800, 23745908, 213263273
2017-02-24, 9.130, 9.220, 9.170, 9.040, 19410292, 177428472
2017-02-23, 9.100, 9.160, 9.130, 8.990, 18773660, 170390665
2017-02-22, 9.220, 9.220, 9.080, 9.010, 21116795, 191589937
2017-02-21, 9.260, 9.280, 9.200, 9.100, 21127636, 193787882
2017-02-20, 9.110, 9.250, 9.250, 9.050, 26484124, 242559720
2017-02-17, 9.150, 9.270, 9.100, 8.990, 32771814, 298625589
2017-02-16, 9.370, 9.430, 9.220, 9.130, 37575158, 347415729
2017-02-15, 9.400, 9.480, 9.440, 9.230, 44501552, 417090456
2017-02-14, 9.510, 9.650, 9.440, 9.380, 51109832, 484441030
2017-02-13, 9.800, 9.990, 9.570, 9.300, 55363856, 527508579
2017-02-10, 10.250, 10.580, 9.930, 9.850, 73976459, 751830837
2017-02-09, 10.780, 10.780, 10.350, 10.240, 100604555, 1060318728
2017-02-08, 9.500, 9.800, 9.800, 9.390, 64457266, 628980422
2017-02-07, 8.110, 8.910, 8.910, 8.080, 17706273, 153448885
2017-02-06, 8.070, 8.120, 8.100, 8.020, 1497317, 12109432
2017-02-03, 8.110, 8.150, 8.080, 8.000, 913073, 7365652
2017-01-26, 8.050, 8.130, 8.110, 8.040, 1294324, 10482696
2017-01-25, 8.040, 8.100, 8.030, 8.030, 983258, 7921393
2017-01-24, 8.080, 8.140, 8.070, 8.060, 1041660, 8419126
2017-01-23, 8.030, 8.160, 8.070, 8.030, 1391434, 11240070
2017-01-20, 7.980, 8.070, 8.030, 7.900, 1301531, 10430342
2017-01-19, 7.930, 8.040, 7.890, 7.890, 950833, 7552848
2017-01-18, 8.000, 8.000, 7.950, 7.890, 803800, 6397028
2017-01-17, 7.830, 7.980, 7.940, 7.700, 1612900, 12692852
2017-01-16, 8.140, 8.150, 7.830, 7.480, 3557723, 28221937
2017-01-13, 8.170, 8.220, 8.130, 8.110, 1845765, 15069133
2017-01-12, 8.350, 8.360, 8.170, 8.160, 2927983, 24127960
2017-01-11, 8.410, 8.410, 8.320, 8.300, 2604645, 21752329
2017-01-10, 8.470, 8.530, 8.410, 8.400, 2940646, 24890833
2017-01-09, 8.390, 8.510, 8.470, 8.390, 4440171, 37470753
2017-01-06, 8.660, 8.770, 8.470, 8.460, 8091163, 69393060
2017-01-05, 8.330, 8.990, 8.820, 8.260, 15771141, 138193993
2017-01-04, 8.240, 8.330, 8.330, 8.200, 2133336, 17618315
2017-01-03, 8.140, 8.250, 8.220, 8.140, 2406092, 19719128
2017-06-30, 6.590, 6.720, 6.680, 6.560, 3448881, 22946361
2017-06-29, 6.570, 6.650, 6.600, 6.570, 2381561, 15747753
2017-06-28, 6.620, 6.630, 6.570, 6.560, 1969018, 12965665
2017-06-27, 6.620, 6.660, 6.630, 6.590, 2145908, 14217038
2017-06-26, 6.520, 6.640, 6.640, 6.510, 2170779, 14293010
2017-06-23, 6.540, 6.610, 6.540, 6.440, 2866577, 18708365
2017-06-22, 6.700, 6.710, 6.550, 6.540, 2964909, 19701303
2017-06-21, 6.740, 6.760, 6.690, 6.660, 2334154, 15606798
2017-06-20, 6.740, 6.830, 6.720, 6.700, 2814277, 19015632
2017-06-19, 6.710, 6.770, 6.740, 6.670, 3117227, 20940561
2017-06-16, 6.690, 6.770, 6.730, 6.650, 4667382, 31323603
2017-06-15, 6.570, 6.950, 6.720, 6.540, 8514937, 57333323
2017-06-14, 6.550, 6.620, 6.550, 6.490, 3822955, 25080360
2017-06-13, 6.410, 6.530, 6.520, 6.390, 2506708, 16274072
2017-06-12, 6.510, 6.550, 6.420, 6.410, 2877736, 18655152
2017-06-09, 6.510, 6.550, 6.540, 6.420, 2795045, 18142006
2017-06-08, 6.540, 6.590, 6.510, 6.470, 3038473, 19840927
2017-06-07, 6.420, 6.560, 6.540, 6.420, 3713881, 24197404
2017-06-06, 6.370, 6.450, 6.420, 6.350, 2066831, 13233116
2017-06-05, 6.310, 6.400, 6.370, 6.310, 1923546, 12249289
2017-06-02, 6.200, 6.350, 6.330, 6.170, 2444256, 15292892
2017-06-01, 6.450, 6.450, 6.240, 6.230, 2850750, 18074798
2017-05-31, 6.580, 6.600, 6.450, 6.450, 2763160, 18020734
2017-05-26, 6.480, 6.560, 6.500, 6.480, 2069074, 13483657
2017-05-25, 6.460, 6.570, 6.520, 6.360, 2590440, 16788019
2017-05-24, 6.250, 6.510, 6.500, 6.220, 3641218, 23240582
2017-05-23, 6.690, 6.710, 6.360, 6.300, 4865884, 31637114
2017-05-22, 6.890, 6.920, 6.690, 6.670, 3053100, 20695605
2017-05-19, 6.860, 6.930, 6.870, 6.840, 1838895, 12652587
